"mono_rep1","mono_rep2","mono_rep3","ctrl_rep1","ctrl_rep2","repop_rep1","repop_rep2","repop_rep3"
"Proc",0,0,0,0,0,0,0,0
"Proca1",1,0,0,2,1,0,0,0
"Procr",20,18,34,23,38,17,6,23
"Prodh",68,33,50,26,22,24,12,18
"Prodh2",0,0,0,0,0,0,0,0
"Prok1",0,0,0,0,0,0,0,0
"Prok2",0,0,0,2,1,1,1,0
"Prokr1",7,3,7,0,0,5,2,1
"Prokr2",0,0,0,0,0,0,0,1
"Prol1",0,0,0,0,0,0,0,0
"Prom1",1,2,4,5,18,2,0,12
"Prom2",1,0,3,4,8,0,3,5
"Prop1",0,0,0,0,0,0,0,0
"Prorsd1",217,141,110,209,161,210,154,117
"Pros1",1577,972,1036,4804,4985,4184,2639,2977
"Prosapip1",42,26,24,29,27,26,14,48
"Prosc",541,230,290,278,326,211,164,149
"Proser1",256,126,158,107,140,139,71,226
"Proser2",1,0,1,0,3,1,0,3
"Prox1",0,0,2,14,29,33,16,39
"Prox2",12,14,8,15,7,22,8,43
"Proz",23,8,14,12,22,11,10,12
"Prp2",0,0,0,0,0,0,0,0
"Prpf18",534,270,301,350,418,376,225,219
"Prpf19",2042,1022,1234,799,802,907,608,789
"Prpf3",179,74,145,54,83,97,32,82
"Prpf31",600,275,399,199,234,192,132,247
"Prpf38a",420,230,290,223,234,296,181,170
"Prpf38b",486,261,372,156,304,554,169,419
"Prpf39",122,54,60,57,92,129,45,67
"Prpf4",343,171,218,159,190,208,112,187
"Prpf40a",1112,591,651,221,280,375,209,362
"Prpf40b",25,20,26,18,17,26,8,55
"Prpf4b",487,243,316,112,133,209,124,227
"Prpf6",591,330,411,218,328,318,209,370
"Prpf8",4662,2263,2781,1344,1651,2249,1315,2270
"Prph",0,0,0,0,0,0,0,0
"Prph2",0,0,0,0,0,0,0,0
"Prpmp5",0,0,0,0,0,0,0,0
"Prps1",555,235,293,230,203,225,134,137
"Prps1l1",3,0,0,2,1,1,1,0
"Prps1l3",569,257,306,263,291,282,196,151
"Prps2",1465,789,830,1049,1251,824,638,500
"Prpsap1",577,277,357,332,394,279,208,302
"Prpsap2",507,279,270,1257,1330,626,384,515
"Prr11",506,232,311,43,32,42,17,25
"Prr12",457,228,341,95,203,189,82,695
"Prr13",1245,610,888,784,775,514,386,533
"Prr14",314,160,235,251,267,207,128,289
"Prr14l",257,127,148,54,85,103,44,208
"Prr15",24,9,13,2,4,6,4,6
"Prr15l",0,0,0,0,0,0,0,0
"Prr16",0,0,0,0,1,0,0,0
"Prr18",4,2,1,3,3,4,0,4
"Prr19",0,0,1,0,0,0,0,0
"Prr22",0,0,1,0,0,0,0,0
"Prr23a",0,0,0,0,0,0,0,0
"Prr24",124,78,92,85,91,106,65,114
"Prr3",103,53,68,101,85,90,35,89
"Prr5",96,49,62,74,48,48,22,53
"Prr5l",370,216,266,136,128,353,197,167
"Prr7",9,0,3,2,1,1,0,0
"Prr9",0,0,0,0,0,0,0,0
"Prrc1",868,445,556,510,543,602,384,539
"Prrc2a",2947,1390,2289,535,1003,927,554,2696
"Prrc2b",795,403,578,88,199,212,96,639
"Prrc2c",446,211,308,24,54,76,33,651
"Prrg1",48,33,46,6,7,9,3,0
"Prrg2",115,78,85,121,97,122,91,100
"Prrg3",0,1,0,0,0,0,0,0
"Prrg4",2,2,4,0,2,4,0,2
"Prrt1",1,0,0,0,0,0,0,0
"Prrt2",4,1,0,2,3,1,0,1
"Prrt3",6,2,4,5,3,3,1,3
"Prrt4",0,0,0,0,1,0,1,0
"Prrx1",3,1,0,0,1,1,0,2
"Prrx2",0,0,0,0,0,0,0,0
"Prrxl1",0,0,0,0,0,0,0,0
"Prss1",0,0,0,0,0,0,0,0
"Prss12",0,0,0,0,2,0,0,0
"Prss16",5,7,4,0,0,0,0,0
"Prss2",0,0,0,2,0,0,0,0
"Prss21",0,0,0,0,0,0,0,0
"Prss22",0,0,0,1,0,0,0,0
"Prss23",1,0,2,5,3,1,2,7
"Prss27",1,0,0,0,0,0,0,1
"Prss28",0,0,0,0,0,0,0,0
"Prss29",0,0,0,0,0,0,0,0
"Prss3",0,0,0,0,0,0,0,0
"Prss30",14,15,10,7,0,2,0,1
"Prss32",0,0,0,0,0,0,0,0
"Prss33",0,0,0,0,0,0,0,0
"Prss34",17,8,14,66,81,10,14,1
"Prss35",1,1,3,1,3,1,1,0
"Prss36",25,15,18,31,32,19,21,30
"Prss37",0,0,0,0,0,0,0,0
"Prss38",0,0,0,0,0,0,0,0
"Prss39",0,0,0,0,0,0,0,0
"Prss40",0,0,0,0,0,0,0,0
"Prss41",0,0,0,0,0,0,0,0
"Prss42",0,0,0,0,0,0,0,0
"Prss43",0,0,0,0,0,0,0,0
"Prss44",0,0,0,0,0,0,0,0
"Prss45",0,0,0,0,0,0,0,0
"Prss46",1,2,2,0,0,0,0,0
"Prss48",0,0,0,0,0,0,0,0
"Prss50",2,0,2,0,0,0,0,0
"Prss51",0,0,0,0,0,0,0,0
"Prss52",0,0,0,0,0,0,0,0
"Prss53",1,2,0,3,1,2,0,1
"Prss54",0,0,0,0,0,0,0,0
"Prss55",0,0,0,0,0,0,0,0
"Prss56",0,0,0,0,0,0,0,0
"Prss57",0,0,2,9,2,1,0,0
"Prss58",0,0,0,0,0,0,0,0
"Prss8",0,2,1,1,0,0,0,0
"Prtg",2,0,1,0,0,0,0,0
"Prtn3",27,4,10,123,30,4,6,0
"Prune",255,147,140,178,209,170,113,107
"Prune2",1145,772,783,238,268,350,308,196
"Prx",3,2,2,0,1,1,2,0
"Psap",144268,78507,99177,45464,49964,87755,57492,61583
"Psapl1",0,0,0,0,0,0,0,0
"Psat1",1657,750,913,523,316,470,377,276
"Psca",0,0,0,0,0,0,0,0
"Psd",30,7,20,12,12,18,17,24
"Psd2",4,3,1,4,4,0,0,4
"Psd3",273,120,134,31,30,20,20,22
"Psd4",1246,594,827,431,474,589,346,546
"Psen1",2039,1040,1238,1567,1674,1724,955,1295
"Psen2",865,489,641,265,236,272,203,240
"Psenen",1294,668,785,943,902,1030,702,570
"Psg-ps1",0,0,0,0,0,0,0,0
"Psg16",0,0,0,0,0,0,0,0
"Psg17",0,0,0,0,0,0,0,0
"Psg18",0,0,0,0,0,0,0,0
"Psg19",0,0,0,0,0,0,0,0
"Psg20",0,0,0,0,0,0,0,0
"Psg21",0,0,0,0,0,0,0,0
"Psg22",0,0,0,0,0,0,0,0
"Psg23",7,4,3,6,8,7,10,10
"Psg25",0,0,0,0,0,0,0,0
"Psg26",0,0,0,0,0,0,0,0
"Psg27",0,0,0,0,0,0,0,0
"Psg28",0,1,1,1,1,0,1,2
"Psg29",1,0,1,0,1,0,0,2
"Psip1",406,198,246,33,53,62,61,45
"Pskh1",496,279,326,338,403,358,237,335
"Psma1",2588,1342,1499,1234,1122,1239,873,639
"Psma2",1806,853,994,960,831,901,644,487
"Psma3",1893,890,966,1016,815,906,663,390
"Psma4",1956,986,1075,908,863,890,641,479
"Psma5",1840,902,1013,813,745,1019,666,412
"Psma6",1884,956,1114,1020,968,1012,683,486
"Psma7",1962,901,1098,762,688,640,509,398
"Psma8",21,17,13,29,32,25,14,25
"Psmb1",3052,1533,1600,1315,1100,2177,1565,797
"Psmb10",1738,829,1195,1055,1008,1116,655,742
"Psmb11",3,0,1,1,1,1,1,1
"Psmb2",1525,726,972,655,587,618,431,393
"Psmb3",1812,723,1103,789,648,780,516,455
"Psmb4",2695,1294,1687,1315,1160,1308,900,794
"Psmb5",1332,601,874,726,689,627,477,462
"Psmb6",1795,870,1255,850,755,886,619,606
"Psmb7",2051,1012,1463,1068,985,1075,779,607
"Psmb8",3803,1704,2443,1959,1689,2371,1417,1255
"Psmb9",1268,606,887,771,609,816,473,479
"Psmc1",1209,586,837,556,489,454,344,462
"Psmc2",1412,696,791,868,916,764,498,577
"Psmc3",1821,917,1265,853,892,909,628,765
"Psmc3ip",67,44,44,18,18,10,5,13
"Psmc4",962,483,716,482,482,473,306,391
"Psmc5",1078,488,705,546,545,479,368,498
"Psmc6",1206,645,679,703,629,597,436,313
"Psmd1",2114,1116,1317,813,925,931,612,553
"Psmd10",379,216,283,216,241,303,205,171
"Psmd11",750,322,427,259,314,298,198,267
"Psmd12",807,449,493,468,433,369,270,268
"Psmd13",1123,516,719,676,616,576,438,348
"Psmd14",1307,632,782,595,549,512,438,237
"Psmd2",2982,1430,1914,1025,1252,1316,838,1052
"Psmd3",1317,644,1013,574,632,530,379,682
"Psmd4",970,495,674,645,624,573,360,463
"Psmd5",512,262,313,368,386,376,233,186
"Psmd6",977,488,538,576,578,482,409,276
"Psmd7",1096,506,616,663,617,536,331,335
"Psmd8",1923,1092,1180,917,778,1007,706,668
"Psmd9",313,145,218,177,143,168,89,151
"Psme1",2987,1611,2125,1085,999,2486,1318,1532
"Psme2",2324,1065,1597,1085,886,1561,951,904
"Psme3",1649,757,951,829,858,866,563,534
"Psme4",1119,623,655,361,432,544,400,361
"Psmf1",482,266,329,255,244,259,139,225
"Psmg1",312,145,207,101,91,118,79,75
"Psmg2",282,100,142,153,155,130,84,78
"Psmg3",234,103,139,163,112,114,82,76
"Psmg4",280,142,175,83,83,174,93,65
"Psors1c2",0,0,0,0,0,0,0,0
"Pspc1",403,223,223,157,167,211,136,220
"Psph",174,83,113,84,94,71,50,58
"Pspn",1,0,1,0,0,0,0,0
"Psrc1",93,40,45,5,3,26,36,6
"Pstk",110,63,109,90,73,73,80,50
"Pstpip1",397,228,319,83,64,130,114,48
"Pstpip2",79,59,45,37,29,11,20,3
"Ptafr",389,193,209,695,829,582,362,524
"Ptar1",40,17,29,13,21,31,19,29
"Ptbp1",4729,2387,2970,2075,2064,1815,1090,2038
"Ptbp2",47,28,32,48,50,18,25,43
"Ptbp3",4895,2996,2797,2835,3037,3019,2167,1413
"Ptcd1",186,155,163,95,110,156,71,190
"Ptcd2",446,198,241,280,248,251,160,123
"Ptcd3",395,192,238,188,160,149,136,137
"Ptch1",127,59,67,52,62,109,48,93
"Ptch2",0,0,0,1,0,0,0,1
"Ptchd1",51,25,31,48,44,50,32,59
"Ptchd2",1,0,0,0,0,0,0,1
"Ptchd3",0,0,0,0,0,0,0,0
"Ptchd4",0,0,0,0,0,0,0,0
"Ptcra",0,0,1,1,0,1,0,0
"Ptdss1",1469,790,921,883,1011,1194,793,738
"Ptdss2",360,170,263,347,417,394,211,346
"Pten",1358,853,879,1461,1768,1273,797,707
"Pter",97,65,62,60,58,49,24,40
"Ptf1a",0,0,0,0,0,0,0,0
"Ptgdr",0,0,0,0,0,0,0,0
"Ptgds",13,6,14,27,36,3,9,27
"Ptger1",291,202,283,79,166,161,96,257
"Ptger2",40,9,24,5,5,4,5,3
"Ptger3",18,2,9,89,107,5,2,20
"Ptger4",760,526,696,73,120,296,209,76
"Ptges",7,0,13,2,3,3,3,3
"Ptges2",191,93,106,127,132,102,80,74
"Ptges3",1727,875,1075,865,1095,908,556,401
"Ptges3l",78,41,48,5,2,20,14,1
"Ptgfr",0,0,0,0,0,0,0,0
"Ptgfrn",114,65,97,347,299,369,220,296
"Ptgir",11,5,2,21,14,0,1,2
"Ptgis",0,1,0,1,5,0,0,0
"Ptgr1",500,198,286,151,144,185,151,153
"Ptgr2",736,458,522,560,554,584,400,428
"Ptgs1",4098,2543,3042,9374,8465,8262,3716,6613
"Ptgs2",58,137,207,41,63,432,474,63
"Pth",0,0,0,0,0,0,0,0
"Pth1r",10,5,5,2,3,0,4,0
"Pth2",0,0,0,0,0,0,0,0
"Pth2r",0,0,0,0,0,0,0,0
"Pthlh",0,0,0,0,1,0,0,0
"Ptk2",11,8,2,16,19,8,9,16
"Ptk2b",1901,969,1304,552,637,788,385,1070
"Ptk6",0,0,2,0,0,0,1,0
"Ptk7",2,1,3,7,7,1,0,2
"Ptma",19548,11142,13205,4306,3983,6398,4479,4464
"Ptms",3946,2111,3500,1247,1381,2300,1344,2853
"Ptn",7,3,2,6,14,5,3,19
"Ptov1",674,389,475,367,482,517,340,474
"Ptp4a1",45,26,41,47,70,49,44,23
"Ptp4a2",6589,3909,3689,3389,3369,3975,2851,2220
"Ptp4a3",1134,579,769,1657,1308,1204,693,1294
"Ptpdc1",59,42,41,31,28,41,13,56
"Ptpla",86,56,45,19,19,17,38,13
"Ptplad1",1001,516,585,1092,1155,1217,730,631
"Ptplad2",952,535,472,251,237,672,524,197
"Ptplb",1136,544,574,521,502,576,427,311
"Ptpmt1",554,314,357,265,220,339,259,194
"Ptpn1",2347,1356,1667,1785,2171,2011,1286,1870
"Ptpn11",1198,530,817,308,427,563,361,490
"Ptpn12",340,149,210,126,145,112,58,101
"Ptpn13",0,0,2,0,0,0,0,0
"Ptpn14",1,0,0,3,18,1,0,7
"Ptpn18",1268,679,873,629,577,939,685,570
"Ptpn2",409,222,257,230,238,235,166,159
"Ptpn20",0,0,0,0,0,0,0,0
"Ptpn21",115,75,75,37,54,40,24,92
"Ptpn22",320,177,169,71,42,49,33,16
"Ptpn23",422,220,312,104,182,178,103,313
"Ptpn3",1,1,3,0,0,6,0,2
"Ptpn4",93,60,41,32,41,54,28,34
"Ptpn5",2,0,2,3,1,1,2,3
"Ptpn6",4818,2304,3499,1806,1868,1975,1246,3066
"Ptpn7",587,246,375,23,15,30,26,35
"Ptpn9",717,381,441,209,281,378,281,291
"Ptpra",2720,1438,1634,1138,1208,1623,1027,1555
"Ptprb",3,1,5,4,25,1,4,41
"Ptprc",5953,3388,3566,1479,1605,2593,1419,2551
"Ptprcap",22,14,5,19,7,5,2,0
"Ptprd",0,0,1,0,2,0,0,0
"Ptpre",835,488,494,614,688,588,416,632
"Ptprf",0,0,2,2,4,4,0,2
"Ptprg",4,0,1,13,39,11,3,18
"Ptprh",0,0,0,0,0,0,0,1
"Ptprj",3881,2097,2404,1763,2031,2585,1485,2083
"Ptprk",1,1,1,0,4,0,3,2
"Ptprm",20,24,23,186,267,202,69,539
"Ptprn",0,0,0,0,2,0,0,0
"Ptprn2",0,1,0,1,1,0,0,3
"Ptpro",1191,625,654,1252,1315,988,660,697
"Ptprq",0,0,0,0,0,0,0,0
"Ptprr",0,0,0,1,3,1,0,0
"Ptprs",283,156,197,28,60,79,46,327
"Ptprt",0,1,0,0,0,0,0,0
"Ptpru",10,10,7,1,1,0,0,1
"Ptprv",19,3,3,0,0,0,0,3
"Ptprz1",4,2,3,6,3,2,1,10
"Ptrf",12,3,1,9,21,2,7,29
"Ptrh1",30,15,21,9,8,17,15,10
"Ptrh2",271,116,163,172,144,146,106,75
"Ptrhd1",263,162,170,89,65,204,126,98
"Pts",483,259,267,314,287,411,272,177
"Pttg1",230,135,137,241,248,260,173,179
"Pttg1ip",1747,967,1118,2949,3047,2699,1359,2003
"Ptx3",0,0,0,0,0,0,0,0
"Ptx4",0,0,0,0,0,0,0,0
"Puf60",1108,572,767,516,621,558,384,735
"Pum1",852,512,575,518,651,719,352,568
"Pum2",2797,1499,1542,1698,2057,1977,1137,1348
"Pura",170,93,112,89,92,86,52,97
"Purb",2533,1292,1467,926,1121,1455,872,902
"Purg",27,8,11,21,35,19,17,21
"Pus1",274,152,196,99,118,131,75,136
"Pus10",253,140,140,147,132,238,131,138
"Pus3",87,53,40,53,47,89,36,68
"Pus7",217,105,120,52,46,83,43,64
"Pus7l",131,68,104,35,41,68,32,47
"Pusl1",98,47,78,28,28,66,32,30
"Pvalb",3,0,1,2,2,3,0,0
"Pvr",139,102,124,89,106,137,55,96
"Pvrl1",16,2,17,4,8,3,0,1
"Pvrl2",172,95,171,361,329,630,300,638
"Pvrl3",3,0,0,1,0,3,2,5
"Pvrl4",405,251,263,574,657,1025,422,644
"Pvt1",89,47,55,11,13,67,43,56
"Pwp1",807,396,502,275,296,280,221,215
"Pwp2",463,218,282,213,219,216,100,217
"Pwwp2a",196,127,146,210,239,241,129,348
"Pwwp2b",229,99,153,51,36,71,54,55
"Pxdc1",908,678,716,131,77,733,577,274
"Pxdn",0,0,0,0,0,3,0,4
"Pxk",394,211,242,442,431,299,203,273
"Pxmp2",16,14,12,6,6,0,8,10
"Pxmp4",174,99,150,129,151,146,105,136
"Pxn",1683,925,1191,1225,1498,1254,762,1546
"Pxt1",3,0,0,0,0,0,0,0
"Pycard",1779,875,1107,1570,1355,1851,1223,990
"Pycr1",28,8,2,16,6,8,10,4
"Pycr2",466,205,319,367,312,295,179,274
"Pycrl",304,141,230,133,131,148,95,89
"Pydc3",88,34,66,54,45,147,47,57
"Pydc4",137,72,77,45,33,167,74,16
"Pygb",1280,651,859,449,568,548,375,474
"Pygl",260,188,204,282,320,172,110,115
"Pygm",3,5,1,14,39,8,4,43
"Pygo1",0,0,0,0,0,0,0,0
"Pygo2",784,403,649,552,585,715,406,401
"Pyhin1",461,357,332,300,279,932,403,238
"Pyroxd1",84,44,55,54,37,57,30,35
"Pyroxd2",58,51,48,48,49,89,60,94
"Pyurf",151,76,108,56,54,56,63,25
"Pyy",0,0,0,0,0,0,0,0
"Pzp",0,1,0,0,1,0,0,0
"Qars",2088,1063,1278,645,614,1231,795,758
"Qdpr",1032,527,642,504,423,681,477,365
"Qk",5131,3109,3079,4846,6020,4904,2712,4238
"Qpct",366,277,266,72,87,351,222,107
"Qpctl",152,102,148,100,111,113,57,139
"Qprt",15,11,14,46,67,16,9,33
"Qrfp",0,0,1,3,2,0,1,2
"Qrfpr",0,0,0,0,0,0,0,0
"Qrich1",764,417,574,377,444,398,239,499
"Qrich2",2,0,1,3,4,3,4,2
"Qrsl1",121,58,68,92,93,90,43,62
"Qser1",337,169,229,97,157,187,83,122
"Qsox1",702,333,462,327,345,418,271,402
"Qsox2",166,81,101,87,73,65,45,47
"Qtrt1",104,51,96,85,48,65,41,49
"Qtrtd1",75,42,44,37,47,47,23,37
"R3hcc1",136,77,111,26,29,65,43,67
"R3hcc1l",277,170,182,99,116,116,72,112
"R3hdm1",406,199,217,94,109,86,74,153
"R3hdm2",712,392,529,134,219,283,165,632
"R3hdm4",935,524,728,688,771,740,504,601
"R3hdml",0,0,0,0,0,0,0,0
"R74862",15,12,5,15,18,30,27,40
"Rab1",4082,2237,2337,3026,2939,2873,2057,1510
"Rab10",2607,1580,1700,1783,1718,1835,1134,933
"Rab11a",1475,895,830,1618,1586,1714,1110,868
"Rab11b",1553,858,1117,1038,1133,1040,710,1048
"Rab11fip1",77,30,71,18,17,6,4,9
"Rab11fip2",82,51,51,22,38,44,25,60
"Rab11fip3",65,35,59,27,28,29,11,71
"Rab11fip4",29,14,35,4,7,13,3,12
"Rab11fip5",1394,878,951,636,667,1124,806,1220
"Rab12",379,267,242,440,425,413,270,256
"Rab13",45,22,37,8,9,12,15,4
"Rab14",4545,2587,2824,3182,3333,3042,2081,1968
"Rab15",1,1,2,5,0,0,0,2
"Rab17",3,4,2,0,0,0,0,0
"Rab18",1232,746,754,1150,1201,1179,801,551
"Rab19",6,4,0,33,16,6,4,1
"Rab1b",2945,1441,1937,1132,1145,1265,979,995
"Rab20",323,182,228,163,143,229,148,205
"Rab21",595,355,382,386,394,381,260,225
"Rab22a",373,229,239,198,242,219,141,236
"Rab23",86,37,45,42,51,52,30,28
"Rab24",321,129,204,187,176,144,126,123
"Rab25",2,0,0,1,4,2,1,2
"Rab26",1,0,0,1,0,1,1,0
"Rab27a",310,138,203,526,463,470,302,400
"Rab27b",12,2,1,3,0,0,1,2
"Rab28",406,206,240,246,230,233,180,163
"Rab2a",1433,853,815,1101,1181,1007,697,610
"Rab2b",230,123,101,194,201,245,150,206
"Rab30",3,0,1,3,2,1,2,1
"Rab31",2599,1471,1441,1772,1728,1786,1030,1202
"Rab32",2588,1611,1625,979,935,1445,1302,616
"Rab33a",0,0,0,0,0,1,0,0
"Rab33b",223,112,121,356,278,211,115,220
"Rab34",59,31,32,107,125,37,28,45
"Rab35",1201,644,863,1152,1316,1274,644,1071
"Rab36",4,1,2,2,4,5,0,7
"Rab37",13,4,3,7,8,8,3,3
"Rab38",10,1,2,4,3,1,3,0
"Rab39",135,60,85,497,449,349,174,240
"Rab39b",1,0,2,2,1,1,0,0
"Rab3a",49,28,41,71,79,50,34,51
"Rab3b",5,5,5,0,1,2,1,0
"Rab3c",3,0,0,2,3,8,2,0
"Rab3d",876,415,524,126,169,152,137,50
"Rab3gap1",2079,1106,1279,570,549,652,393,475
"Rab3gap2",786,453,477,301,314,368,191,346
"Rab3il1",3757,1896,2640,2565,3012,2711,1574,2901
"Rab3ip",121,52,69,229,203,233,127,209
"Rab40b",1,3,2,1,2,3,3,0
"Rab40c",454,233,295,269,292,302,176,233
"Rab42",7,5,5,2,2,0,5,1
"Rab43",1847,1030,1262,693,754,1270,771,958
"Rab44",1,1,0,2,5,1,0,0
"Rab4a",49,32,38,47,70,33,14,33
"Rab4b",620,314,417,365,348,452,337,423
"Rab5a",911,557,508,733,836,795,531,472
"Rab5b",1576,873,985,1529,1613,1461,882,986
"Rab5c",3742,2116,2752,2025,1996,2525,1681,2166
"Rab6a",1016,586,606,569,722,656,464,363
"Rab6b",446,214,245,582,783,525,317,570
"Rab7",1903,1042,1234,901,912,1093,777,943
"Rab7l1",311,176,199,170,160,172,125,81
"Rab8a",1501,791,1034,948,874,898,653,676
"Rab8b",4132,2506,2330,2682,3010,2956,1756,1476
"Rab9",370,220,207,239,239,230,208,128
"Rab9b",0,0,0,0,0,0,0,0
"Rabac1",1377,741,976,2005,1812,1537,982,1138
"Rabep1",588,340,317,90,129,181,110,199
"Rabep2",128,60,125,53,70,76,42,117
"Rabepk",169,81,102,67,58,73,38,60
"Rabgap1",416,236,278,193,252,292,137,265
"Rabgap1l",48,38,38,65,45,48,23,18
"Rabgef1",218,126,133,94,120,131,64,131
"Rabggta",283,159,200,228,221,179,97,179
"Rabggtb",321,163,203,141,123,247,153,143
"Rabif",283,170,160,236,216,200,133,143
"Rabl2",54,35,53,37,29,36,24,29
"Rabl3",103,52,57,37,43,40,31,27
"Rabl5",189,116,141,58,76,86,52,48
"Rabl6",741,355,571,150,186,297,146,458
"Rac1",10181,5482,6298,8045,7947,7553,5167,4298
"Rac2",3799,1918,2577,1789,1834,2345,1825,1894
"Rac3",78,49,53,85,59,35,19,21
"Racgap1",1797,750,1058,122,103,152,114,87
"Rad1",134,62,59,130,122,87,54,33
"Rad17",307,164,169,167,190,230,127,135
"Rad18",140,68,81,17,6,20,10,16
"Rad21",2836,1542,1815,1097,1113,1206,813,985
"Rad21l",0,0,0,0,0,1,0,0
"Rad23a",735,410,549,300,327,282,168,324
"Rad23b",2025,1128,1169,870,880,865,704,666
"Rad50",211,135,170,19,16,46,16,134
"Rad51",307,143,213,36,19,18,6,7
"Rad51ap1",224,119,154,30,14,12,14,14
"Rad51ap2",0,0,0,0,0,0,0,0
"Rad51b",27,20,19,15,14,10,5,8
"Rad51c",60,25,58,5,11,6,7,0
"Rad51d",245,135,162,123,131,108,100,110
"Rad52",50,26,35,29,28,33,31,25
"Rad54b",58,29,37,6,6,2,3,0
"Rad54l",156,62,121,11,11,7,10,6
"Rad54l2",292,141,151,58,124,140,69,192
"Rad9a",221,121,171,221,231,191,109,192
"Rad9b",3,1,1,8,14,8,3,15
"Radil",0,0,1,0,0,0,0,0
"Rae1",510,235,273,306,326,260,174,198
"Raet1a",2,0,4,0,0,0,0,0
"Raet1b",0,0,0,0,0,0,0,0
"Raet1c",0,0,0,0,0,0,0,0
"Raet1d",7,1,6,0,0,0,0,0
"Raet1e",0,2,1,0,0,0,0,0
"Raf1",1043,582,590,704,705,662,447,563
"Rag1",1,0,2,0,0,1,2,0
"Rag2",0,0,0,0,0,0,0,0
"Rai1",167,93,121,46,54,53,25,222
"Rai14",474,225,324,16,21,79,75,85
"Rai2",0,0,0,0,0,0,1,0
"Rala",694,369,400,514,620,564,392,306
"Ralb",1545,864,1097,731,859,1028,621,784
"Ralbp1",797,473,563,244,332,326,221,394
"Ralgapa1",374,224,206,104,129,146,108,146
"Ralgapa2",149,57,93,43,50,63,39,77
"Ralgapb",890,429,458,517,677,658,393,499
"Ralgds",421,227,290,49,56,92,42,118
"Ralgps1",64,22,29,57,71,64,38,87
"Ralgps2",237,169,158,213,287,193,117,184
"Raly",2182,1092,1494,612,697,699,515,716
"Ralyl",0,2,0,0,0,2,0,0
"Ramp1",1068,535,606,563,501,666,351,461
"Ramp2",1,1,1,9,16,11,5,17
"Ramp3",1,0,7,16,19,0,0,0
"Ran",6433,2877,3730,2208,1933,1936,1535,964
"Ranbp1",1311,632,930,324,323,387,263,239
"Ranbp10",340,184,225,206,238,336,178,409
"Ranbp17",1,0,0,0,0,1,0,0
"Ranbp2",1712,929,960,289,403,684,381,585
"Ranbp3",848,468,637,434,465,484,308,521
"Ranbp3l",2,0,3,9,61,21,3,16
"Ranbp6",94,47,38,76,58,61,37,42
"Ranbp9",845,479,523,409,444,434,328,380
"Rangap1",1314,592,976,327,363,353,247,301
"Rangrf",82,40,46,31,36,22,12,8
"Rap1a",2345,1496,1544,2002,1793,1811,1387,809
"Rap1b",8731,5003,4971,6310,6329,6438,4777,2902
"Rap1gap",3,4,8,2,0,4,3,2
"Rap1gap2",850,481,565,239,245,335,199,378
"Rap1gds1",3592,1866,2029,2417,2786,2991,1825,2009
"Rap2a",6985,3864,3972,1075,1082,1519,1219,946
"Rap2b",1405,719,802,161,191,391,381,124
"Rap2c",1282,849,802,1063,1090,1226,889,572
"Rapgef1",1714,931,1237,318,492,604,374,1322
"Rapgef2",255,137,180,83,92,96,70,238
"Rapgef3",5,1,1,1,2,1,0,12
"Rapgef4",8,8,1,11,4,11,4,5
"Rapgef5",426,253,254,410,523,515,264,674
"Rapgef6",813,472,461,359,424,315,259,406
"Rapgefl1",10,5,8,15,10,4,3,4
"Raph1",90,79,78,24,39,37,27,24
"Rapsn",285,172,253,139,107,159,97,127
"Rara",31,17,32,30,36,5,4,8
"Rarb",0,0,1,3,0,2,0,0
"Rarg",254,127,188,30,62,32,28,21
"Rarres1",5,5,2,0,0,1,0,0
"Rarres2",0,2,0,2,4,2,1,0
"Rars",1002,534,574,347,363,495,298,235
"Rars2",252,142,161,132,91,126,91,79
"Rasa1",811,489,470,323,436,442,383,351
"Rasa2",423,244,254,61,71,87,67,77
"Rasa3",1562,790,970,1182,1250,1270,764,1286
"Rasa4",1233,691,876,312,272,697,382,778
"Rasal1",1,1,4,0,0,2,0,0
"Rasal2",52,27,37,41,78,50,32,91
"Rasal3",1264,656,950,753,817,983,635,1446
"Rasd1",0,0,0,0,6,0,0,1
"Rasd2",0,0,0,5,9,1,5,3
"Rasef",0,0,0,0,0,0,0,0
"Rasgef1a",4,1,5,5,7,1,3,5
"Rasgef1b",266,232,239,374,463,663,512,447
"Rasgef1c",1,0,0,1,0,0,0,0
"Rasgrf1",3,0,1,0,0,5,2,1
"Rasgrf2",20,23,15,57,101,47,24,38
"Rasgrp1",278,154,152,16,16,21,17,7
"Rasgrp2",20,10,10,39,36,12,1,4
"Rasgrp3",1671,968,1109,1418,1765,1489,776,1736
"Rasgrp4",22,18,19,61,82,12,11,22
"Rasip1",3,3,1,7,16,5,4,8
"Rasl10a",0,0,0,0,0,0,0,0
"Rasl10b",5,3,0,8,6,9,4,10
"Rasl11a",1,0,0,3,0,1,1,0
"Rasl11b",0,0,0,4,9,2,5,4
"Rasl12",0,0,2,2,5,0,0,2
"Rasl2-9",21,6,12,26,18,8,18,5
"Rassf1",225,130,141,129,150,133,76,128
"Rassf10",0,0,0,0,0,0,0,1
"Rassf2",1767,1034,1179,928,1418,1130,580,1577
"Rassf3",1451,810,804,292,277,905,682,484
"Rassf4",2358,1303,1295,1253,1588,2121,1482,1317
"Rassf5",1505,759,885,1269,1360,1106,547,1021
"Rassf6",0,0,0,0,0,0,0,0
"Rassf7",51,36,40,15,17,21,10,14
